date	Keiko	PPK
19:00	10.34	6.25
19:05	18.18	16.95
19:10	16.81	12.46
19:15	13.59	11.68
19:20	11.61	11.21
19:25	22.37	17.68
19:30	22.38	20.77
19:35	24.29	17.88
19:40	20.51	15.25
19:45	17.61	13.54
19:50	20.9	19.61
19:55	17.38	17.86
20:00	18.05	14.58
20:05	22.22	13.85
20:10	21.36	18.93
20:15	15.15	13.88
20:20	16.67	19.78
20:25	18.57	22.08
20:30	18.02	14.93
20:35	22.47	16.1
20:40	16.13	15.96
20:45	21.8	17.02
20:50	21.58	16.15
20:55	24.74	23.15
21:00	30.0	50.0
