date	Keiko	PPK
19:00	17.24	16.67
19:05	6.06	16.95
19:10	9.24	16.01
19:15	14.89	16.06
19:20	15.62	18.39
19:25	14.91	9.76
19:30	11.91	13.38
19:35	11.9	15.33
19:40	14.89	25.22
19:45	17.38	20.0
19:50	10.45	15.43
19:55	8.54	11.51
20:00	12.2	12.15
20:05	14.01	17.91
20:10	12.14	20.34
20:15	12.12	17.14
20:20	14.97	13.06
20:25	12.86	11.25
20:30	9.88	19.78
20:35	11.71	20.6
20:40	15.59	18.62
20:45	15.04	22.7
20:50	10.79	10.77
20:55	10.31	15.74
21:00	70.0	50.0
